AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
12.367,1015.9,63.494,4.7273,24.203,1085.3,549.86,133.73,11.778,1.4056,81.692
11.989,1015.6,65.627,4.6851,24.022,1084.2,550.19,132.89,11.782,1.575,80.042
11.732,1015.3,68.06,4.7096,24.308,1085.7,550.2,133.98,11.904,1.1667,78.475
11.652,1014.8,66.15,4.6897,24.264,1085.4,549.81,133.73,11.928,1.2879,80.53
11.638,1014.3,62.339,4.6361,24.092,1083.9,549.89,132.63,11.778,1.2812,79.739
10.764,1014.2,75.103,4.48,23.331,1078.8,549.94,129.33,11.559,1.6695,81.284
10.128,1014.1,73.621,3.8648,19.293,1050.1,547.27,110.74,10.41,4.4729,95.871
9.7494,1014,76.892,3.9139,19.498,1046.6,543.41,111.1,10.446,5.0054,87.999
9.7201,1013.7,77.077,3.9286,19.767,1042,539.91,110.74,10.455,5.3152,84.287
9.9345,1013.6,77.019,3.8976,19.636,1043.6,541.13,110.73,10.469,4.9419,85.158
10.048,1013.6,76.682,3.8728,19.565,1045,541.78,111.05,10.497,4.5264,82.183
10.382,1013.7,79.797,3.9085,19.587,1045.3,542.52,110.73,10.418,4.4358,78.858
10.271,1013.8,85.698,4.2907,21.048,1060.6,546.73,118.67,10.889,3.4232,84.195
10.559,1014.2,87.522,4.7844,24.111,1083.7,549.76,132.68,11.793,1.0979,77.446
11.494,1014.6,82.364,4.7908,24.657,1087.1,550.01,134.99,11.988,0.87439,77.133
12.926,1015.1,72.824,4.6851,24.256,1085.1,550.05,132.72,11.816,1.028,77.794
13.57,1015.3,69.581,4.7076,24.379,1085.3,549.95,132.73,11.818,1.7099,81.445
13.748,1015.4,73.727,4.7385,24.372,1085.1,550.08,132.71,11.827,1.2276,77.124
13.959,1015.6,73.797,4.7559,24.333,1085.3,549.71,132.7,11.908,1.3316,77.21
13.027,1015.6,82.437,4.84,24.348,1085.6,550.02,133.52,11.942,1.4148,77.115
13.077,1015.6,80.143,4.7993,24.288,1084.4,549.74,132.72,11.836,1.3679,76.971
14.058,1015.7,72.101,4.7722,24.422,1085,550.19,132.72,11.729,1.1131,77.314
14.316,1016,72.925,4.53,22.993,1076.7,550.18,126.67,11.451,1.5283,76.828
14.441,1016.4,67.964,4.7745,24.549,1086.3,550.08,133.41,11.916,1.3184,76.891
13.485,1016.6,73.869,4.7347,24.517,1085.9,550.03,133.73,11.835,1.2234,76.982
12.859,1016.8,75.185,4.7343,24.524,1086.4,549.79,134.02,11.911,1.0749,76.635
12.164,1017,78.486,4.7354,24.383,1085.5,550.15,133.72,11.916,1.3192,76.42
10.534,1017,84.472,4.8333,24.38,1085.8,549.99,134.47,11.847,1.0437,79.175
9.4447,1017,85.111,4.7814,24.055,1083.9,549.85,133.59,11.823,0.84301,78.974
8.4787,1016.8,85.128,4.8061,24.045,1084.3,550.04,134.07,11.792,1.1378,81.968
7.678,1016.4,86.774,4.8542,24.022,1084.3,550.08,134.28,11.916,1.1726,81.451
7.4612,1016,89.754,4.9048,23.959,1084.2,549.98,134.14,11.887,1.1687,78.651
8.37,1015.7,96.571,4.8672,23.106,1076.6,548.27,129.16,11.48,2.2055,81.408
8.6738,1015.3,94.862,4.3061,19.451,1047,543.43,111.37,10.455,4.8328,84.354
8.572,1014.8,95.375,4.5438,20.839,1058.3,545.62,118.17,10.866,3.4761,77.738
7.945,1014.5,94.699,5.197,23.988,1084.2,549.86,134.02,11.744,1.222,79.3
7.0877,1014.5,91.732,5.2678,24.302,1085.8,549.94,135.8,11.862,1.2658,81.187
7.4901,1014.5,94.632,5.1665,24.443,1086.2,550.03,135.48,11.893,1.1688,78.556
10.096,1014.3,94.062,4.9906,24.64,1086.9,549.61,134.86,11.943,1.1034,83.304
12.274,1014.1,81.434,4.8712,24.615,1087.2,549.98,134.74,12.029,0.97414,78.453
13.637,1013.8,76.18,4.9214,24.694,1088,550.01,134.68,12.088,1.7693,83.973
14.74,1013.1,73.623,4.949,24.603,1086.8,549.95,133.74,11.999,1.8007,79.378
15.615,1012.3,71.927,4.992,24.746,1087.6,550.37,133.73,11.951,1.9337,77.152
16.761,1011.2,64.655,5.0585,24.954,1088,549.89,133.72,11.95,1.5734,77.174
17.506,1010.2,58.949,5.0425,25.045,1088.3,549.66,133.72,11.955,1.1085,77.116
17.662,1009.3,55.536,5.0354,25.035,1088.3,549.9,133.73,11.963,0.87234,77.143
17.934,1008.6,55.433,5.0163,25.043,1088,550.22,133.72,11.966,0.83711,77.142
17.445,1008.2,60.114,4.9145,24.957,1087.5,550.39,133.71,11.988,1.0802,75.222
15.869,1007.8,67.926,4.8554,24.897,1087.3,550.31,134.55,12.035,1.2745,75.543
14.686,1008,73.013,4.8119,24.866,1086.8,549.85,134.27,11.908,1.1189,75.224
13.976,1008.1,78.433,4.8326,24.859,1087.3,549.73,134.76,11.997,1.006,74.219
14.065,1007.7,77.558,4.851,24.818,1086.9,549.94,134.53,11.951,0.96349,74.619
14.105,1007.6,78.116,4.8406,24.635,1086.8,550.14,134.17,12.019,0.8706,75.144
14.277,1007.2,68.519,4.8506,24.749,1087.4,549.83,134.45,11.94,0.95243,77.45
14.223,1006.8,67.566,4.4576,22.474,1073.5,549.98,124.37,11.243,1.7289,80.214
14.096,1006.1,70.673,3.9758,19.574,1056.1,549.89,111.62,10.46,2.9888,77.342
13.74,1005.2,72.164,3.9883,19.433,1055,549.9,111.06,10.285,3.0688,78.957
13.584,1004.5,71.963,3.9796,19.507,1055.8,549.74,111.63,10.369,2.6534,77.287
13.532,1003.7,72.582,3.9327,19.481,1055.2,549.91,111.25,10.482,2.6789,77.154
13.762,1003,73.988,4.6681,23.747,1080.3,550.33,129.82,11.603,1.3809,77.215
14.016,1002.7,76.563,4.877,24.801,1087.4,549.79,134.66,11.918,1.0351,77.131
14.049,1003,76.092,4.8355,24.861,1086.8,549.63,134.54,11.908,1.0889,77.092
14.697,1003.2,75.798,4.7501,24.882,1086.5,549.94,133.7,11.899,1.2694,74.874
15.023,1003.1,78.216,5.414,28.777,1093.3,541.4,144.96,12.815,1.1667,73.442
15.338,1002.3,78.226,5.883,31.451,1099.8,536.33,154.1,13.431,1.1335,71.938
15.773,1002.2,78.291,4.8587,24.688,1085.6,550,133,11.923,1.2818,73.603
15.715,1001.4,82.351,5.9539,31.552,1098.5,534.84,153.02,13.49,0.61591,70.829
15.236,1000.9,85.673,5.9778,31.765,1099.9,535.03,155.09,13.618,0.52617,69.796
14.76,1000.8,91.393,6.0342,31.443,1100.2,535.82,154.41,13.639,0.65823,69.867
13.602,1001.6,97.318,6.297,31.761,1099.6,534.54,156.19,13.589,0.67359,68.254
12.582,1001.2,97.915,5.2581,24.696,1085.6,549.85,134.52,11.933,0.72347,70.333
12.5,1001.2,95.937,5.214,24.561,1084.8,549.72,133.71,11.963,1.0032,72.89
12.767,1001.2,88.172,6.1001,31.657,1099.4,535.08,155.96,13.495,0.79939,72.354
12.851,1002.2,88.92,5.3235,26.883,1097.3,549.59,143.7,12.416,1.055,81.127
12.484,1003,92.216,5.0419,24.542,1085.3,550.11,133.99,11.871,1.2666,73.772
12.106,1003.5,91.992,5.015,24.647,1085.8,550.23,134.65,11.875,1.0372,74.697
12.223,1003.8,84.969,4.7797,24.513,1085.4,550.19,133.94,11.995,0.94853,74.828
11.786,1004.4,77.992,4.6471,24.39,1084.6,549.73,133.74,11.809,1.2506,78.724
11.016,1005,77.355,3.9351,19.586,1050.4,546.34,111.6,10.436,3.5384,75.538
10.385,1005.2,78.493,3.8825,19.528,1047.9,544.99,111.08,10.422,3.8362,73.383
10.695,1005.3,73.419,3.7831,19.344,1051.1,547.81,110.72,10.355,3.2902,77.583
10.147,1005.4,75.595,3.8633,19.46,1047,544.44,110.72,10.399,3.7577,74.496
10.484,1005.8,72.717,3.853,19.356,1050,547.05,110.71,10.396,3.435,77.761
9.58,1006,79.936,3.9083,19.524,1045,543.11,110.71,10.415,4.3502,78.128
9.5177,1006.4,86.804,3.9771,19.483,1046.3,543.92,110.69,10.405,4.0535,77.418
11.237,1007,80.115,4.3302,21.941,1067.2,548.28,121.91,11.157,2.4843,80.732
12.611,1007.4,83.727,5.5897,29.735,1097.9,540.57,150.37,13.12,0.65206,74.191
13.772,1007.8,74.028,5.5729,29.884,1099.9,541.29,150.71,13.047,0.82657,78.597
14.746,1007.6,68.646,5.5424,29.45,1099.8,542.86,149.25,12.96,1.4791,82.61
15.256,1007.5,64.994,4.8966,24.71,1085.2,549.27,133.06,11.964,2.5037,83.669
16.092,1007,59.982,6.1594,32.708,1100,531.71,155.51,13.765,1.1275,78.082
16.931,1006.2,59.564,5.7027,29.896,1099.7,540.82,149.8,13.137,0.8317,78.512
17.201,1005.6,61.552,4.8775,24.552,1084.2,549.84,131.91,11.962,1.0781,75.553
17.1,1005.1,66.536,4.9326,24.738,1085.6,550.24,132.67,11.924,1.0337,75.826
17.637,1004.7,61.288,4.9691,25.059,1087.9,549.88,133.7,11.957,1.0522,76.902
17.394,1004.4,65.122,4.8561,24.727,1085.6,550.28,132.65,11.824,1.1255,75.072
15.629,1003.9,74.41,5.7497,30.785,1099.3,537.74,152.75,13.349,0.96194,72.658
14.749,1003.9,75.59,5.5596,29.47,1099.8,542.26,150.12,13.017,0.78939,75.74
14.009,1004.1,78.356,4.8333,24.962,1087.2,550.09,135.3,11.945,1.2098,74.925
12.892,1004,82.074,4.7927,24.507,1085.2,550.08,133.74,11.882,0.92919,75.042
12.128,1003.9,84.586,4.8409,24.638,1086,550.33,134.47,11.981,0.87566,76.433
11.585,1003.8,87.378,4.8751,24.669,1086.1,549.92,134.55,11.997,0.97392,76.414
13.119,1003.5,82.711,4.8464,24.738,1086.4,550.07,133.71,11.854,0.95001,76.996
13.566,1003.4,81.531,4.8294,24.833,1085.2,550.32,133.62,11.718,1.067,75.435
13.081,1002.9,83.544,4.0373,19.813,1055.8,549.84,111.96,10.522,2.9324,78.039
11.436,1002.4,83.305,4.0724,19.579,1048.4,546.05,110.69,10.356,4.0419,77.913
10.111,1001.9,86.377,4.1487,19.461,1049,546.6,110.71,10.366,4.0954,83.299
9.8025,1001.6,88.849,4.1345,19.449,1049.4,547,110.7,10.359,3.7936,80.597
10.278,1001.6,89.08,4.0867,19.365,1051.2,548.27,110.72,10.367,3.3971,77.082
12.612,1001.5,82.68,4.4881,22.23,1070.6,550.13,122.23,11.214,1.9189,76.194
15.168,1001.8,73.431,4.8512,24.487,1084,550.08,131.46,11.763,0.90362,76.823
16.454,1002.1,70.894,4.9047,24.613,1085.1,550.27,131.81,11.721,1.4506,78.49
17.115,1002.1,72.096,4.1532,19.952,1056.8,550.01,111.4,10.489,3.3067,76.052
18.544,1001.9,67.375,4.1629,19.956,1056.5,549.97,110.73,10.486,3.3338,76.29
19.338,1001.5,64.097,4.1886,20.081,1057,549.96,110.99,10.55,3.3177,72.641
19.359,1001.3,65.672,4.1509,19.964,1056.6,550.19,110.69,10.443,3.6702,73.392
19.827,1001,65.294,4.2571,20.403,1057,549.94,110.72,10.502,3.3178,71.335
20.151,1001.3,64.315,4.212,20.31,1057.4,550.04,110.71,10.488,2.7967,69.845
19.619,1002.3,66.912,4.1034,19.991,1056.6,550.01,110.72,10.472,2.8084,70.281
14.971,1004.5,81.56,4.0195,19.431,1054.1,549.7,110.74,10.47,3.5469,76.101
10.73,1006,95.614,4.6343,22.496,1069.5,547.38,124.9,11.304,2.9207,79.162
9.7444,1008,94.785,4.9123,24.501,1086,549.89,135.23,11.979,0.41536,74.514
9.0928,1009.7,94.284,4.809,24.047,1084.1,549.96,133.69,11.902,0.12542,74.377
8.3819,1010.6,95.95,4.8254,24.016,1084.4,550.05,134.21,11.848,1.3132,80.426
7.544,1011.8,97.514,4.8837,23.948,1084.1,550.15,134.3,11.85,1.1778,80.569
6.2941,1012.6,98.379,4.4303,20.216,1044.7,538.83,114.1,10.732,7.0745,100.25
5.8088,1013,100.14,5.0658,24.072,1085.2,549.71,133.48,11.874,1.4155,84.085
6.2205,1013.2,100.17,5.0369,24.223,1086.1,549.93,134.31,11.887,1.1992,82.652
6.6964,1013.3,100.16,4.341,20.069,1059.6,549.39,114.39,10.655,3.373,97.862
7.2194,1013.1,100.14,4.1364,19.432,1056,550,110.64,10.467,3.4089,89.5
7.9963,1013.6,97.845,4.1208,19.479,1056,549.97,110.64,10.456,3.5931,93.025
7.9468,1014,95.461,4.1026,19.392,1055.5,549.83,110.97,10.532,4.1899,102.63
7.5976,1014.6,94.657,4.1499,19.53,1056.5,549.52,112.52,10.583,3.7948,99.099
7.5437,1015,94.194,4.7442,23.549,1080.5,549.98,131.18,11.657,1.8168,84.776
8.0626,1015.2,94.337,5.016,25.506,1091.3,550.09,139.54,12.179,0.90859,82.369
9.1867,1015.8,90.103,4.923,25.61,1092.2,550.03,139.53,12.215,1.0865,83.542
10.465,1016.1,84.012,4.6886,24.496,1085.8,550.02,134.12,11.882,2.0457,84.97
11.512,1016.4,83.988,4.7532,24.479,1085.7,549.98,134.05,12.012,2.2538,84.971
12.172,1016.2,82.439,4.7617,24.503,1086.1,550.05,134.01,11.969,1.5596,79.466
12.8,1016,78.646,4.7489,24.486,1085.7,549.97,133.67,11.874,1.3638,78.843
13.288,1015.6,68.414,4.7454,24.571,1086,549.96,133.66,11.875,1.0834,79.458
13.303,1015.3,58.964,4.7452,24.615,1086.1,550.12,133.66,11.894,1.0508,81.573
13.125,1015,61.577,4.7604,24.751,1086.9,550.08,134.55,11.928,0.97177,81.419
12.653,1014.8,64.328,4.7101,24.57,1085.9,550.06,133.87,11.915,1.2234,79.475
11.34,1014.7,74.867,4.7941,25.461,1090.8,549.85,138.49,12.111,0.96741,78.903
10.506,1015,78.224,4.6301,24.439,1085,550.14,134.21,11.764,1.2158,79.292
10.212,1015.4,78.741,4.5661,24.264,1084.4,550.15,133.71,11.946,1.2987,78.574
9.4016,1015.6,81.178,4.6996,24.407,1085.5,550.23,134.89,11.83,1.2119,82.386
7.9999,1015.9,85.801,4.7399,23.97,1082.7,549.96,133.58,11.695,1.3888,83.132
7.1834,1015.9,87.541,4.8089,24.196,1084.4,550.07,134.65,11.878,1.2687,83.149
6.4643,1015.6,88.827,4.81,24.122,1084.1,550.13,134.41,11.874,1.3222,83.567
6.2771,1015.4,89.148,4.3061,21.12,1063,548.05,118.61,10.945,3.8721,107.9
6.2723,1015.4,87.875,4.0834,19.491,1055.3,549.43,111.18,10.524,4.3198,114.26
6.1406,1015.3,86.856,4.0728,19.429,1055,549.46,111.04,10.585,4.4361,118.92
5.8519,1016,87.812,4.1929,20.366,1060.3,549.09,115.62,10.8,3.8207,112.7
6.5204,1016.5,90.781,4.7958,24.059,1083.8,549.94,133.66,11.82,1.3479,82.665
8.5815,1016.8,95.871,5.4805,28.233,1091.6,541.05,145.05,12.778,0.97162,73.66
11.428,1017.3,93.642,4.9069,24.697,1085.8,549.45,133.99,11.923,1.2876,79.034
13.024,1017.4,86.272,4.8443,24.657,1086.3,549.89,133.86,12.069,2.1071,82.334
13.89,1017.3,82.56,4.818,24.669,1086.7,549.81,133.69,12.07,2.7817,82.386
14.657,1017,79.817,4.8099,24.737,1086.9,549.62,133.69,12.068,1.9676,76.951
15.65,1016.6,73.466,4.8714,25.02,1088.2,549.98,134.26,12.02,1.0754,74.213
16.163,1016.2,70.4,5.4661,29.057,1099.6,543.14,147.97,12.983,0.30884,73.638
16.132,1015.8,73.936,5.4468,29.253,1099.6,542.67,148.67,12.92,0.72379,73.279
15.887,1015.4,74.911,5.1511,27.293,1099.6,549.66,143.79,12.455,0.89103,81.387
15.482,1015.2,78.51,4.7707,24.884,1087.1,550.24,133.83,11.868,1.3042,74.411
14.746,1015.2,82.832,4.8887,24.856,1086.8,549.77,133.99,11.888,1.062,74.23
13.951,1015.4,86.05,4.8706,24.721,1086,550.13,133.67,11.907,1.1749,71.981
13.354,1015.7,88.711,4.9838,24.653,1085.9,550.19,133.68,11.96,1.4663,71.945
13.016,1015.6,89.988,5.0393,24.503,1085.3,550.11,133.14,11.874,1.3457,74.478
12.674,1015.8,90.289,4.9911,24.278,1083.9,550.17,132.25,11.796,1.4698,75.65
12.206,1016,90.547,4.4586,20.664,1061,549.21,116.36,10.835,3.2078,79.478
11.108,1016,91.451,4.3709,19.841,1053.1,546.92,112.55,10.548,4.2197,84.233
10.741,1015.6,93.073,4.3596,19.509,1049.8,546.35,110.66,10.497,4.5766,88.521
10.301,1015.4,91.778,4.3857,19.489,1051,547.17,111.02,10.494,4.7813,94.443
9.2585,1015.5,92.222,4.4024,19.657,1044.4,542.07,110.68,10.458,6.0285,96.557
8.8932,1015.7,93.417,4.475,19.977,1040.8,538.62,110.92,10.486,6.8828,92.472
8.4635,1016,93.91,4.505,19.882,1039.6,538.06,110.68,10.514,7.2654,96.658
8.3597,1016.3,95.043,4.5126,19.653,1043.8,541.48,110.69,10.566,6.334,100.83
9.2776,1016.7,97.436,5.0183,22.842,1070.4,546.79,125.93,11.472,2.8263,85.508
11.524,1016.8,98.618,6.5332,32.949,1099.6,530.21,158.05,13.957,0.28367,62.356
14.043,1016.9,89.856,6.0984,32.206,1099.9,532.83,155.4,13.758,0.58579,67.692
15.144,1016.8,83.215,5.9178,31.716,1099.8,534.04,154.27,13.601,1.3634,71.242
15.571,1016.7,82.193,5.7273,30.732,1100,538.07,151.81,13.362,2.0808,77.545
16.147,1016.2,79.582,5.7301,30.549,1099.8,538.76,151.03,13.281,1.8933,73.87
17.299,1015.7,71.745,5.4957,29.196,1100.3,542.89,147.6,13.002,0.58198,75.337
18.139,1014.8,69.079,6.122,33.119,1100.2,529.94,155.03,13.865,0.29193,68.044
18.67,1014.1,67.116,5.774,31.04,1100,536.86,151.27,13.447,0.42961,69.306
18.487,1013.8,67.975,5.7798,31.188,1100.4,536.76,151.49,13.532,0.72643,70.952
18.98,1014.1,65.882,5.2822,27.682,1100.1,548.25,143.35,12.688,0.95151,79.359
17.898,1014.3,71.53,5.1063,26.509,1097.4,549.9,140.9,12.504,0.94033,79.46
16.294,1014.5,78.27,5.2132,27.449,1099.1,547.83,144.37,12.641,1.0335,78.033
16.132,1014.2,80.223,4.9515,25.745,1092.7,549.58,137.78,12.077,1.2883,76.854
16.47,1013.9,79.977,4.8185,24.804,1087.1,549.92,133.32,11.917,1.4131,72.918
16.615,1013.9,80.331,4.7541,24.486,1085.7,550.17,132.06,11.844,1.1276,72.883
16.925,1013.9,78.684,4.0449,20.099,1057.7,549.22,111.99,10.667,3.0772,74.677
16.099,1014.1,85.043,4.0731,19.528,1054.8,549.72,110.37,10.453,3.5351,74.029
15.228,1013.7,90.742,4.3267,19.672,1056.2,549.95,111.32,10.468,3.52,72.01
14.907,1013.5,90.733,4.3967,19.51,1055.1,549.91,110.62,10.402,3.7242,72.376
14.381,1013.3,90.495,4.3241,19.455,1055,549.98,110.65,10.39,3.7407,74.171
13.863,1013.4,90.231,4.3092,19.408,1054.4,549.87,110.66,10.399,3.5968,75.745
13.064,1013.7,91.424,4.3024,19.3,1054.2,549.66,110.64,10.378,3.5013,76.39
12.878,1013.9,92.328,4.3099,19.346,1052.4,548.63,110.17,10.294,3.9824,79.318
13.044,1014.1,93.153,4.9077,22.819,1074.6,549.8,125.75,11.398,2.3469,76.707
13.812,1014.1,94.057,5.9341,29.287,1094,539.32,146.84,13.032,0.90662,68.468
15.448,1014.2,92.705,6.1461,31.321,1100,535.87,153.3,13.524,0.64662,66.85
17.741,1014,83.39,5.902,31.165,1100,536.53,151.11,13.481,0.97729,70.652
19.221,1013.5,74.965,5.8381,30.812,1099.9,537.71,150.18,13.371,1.3845,74.022
20.097,1012.7,69.66,5.8039,30.769,1100.2,538.1,149.17,13.412,1.6197,74.902
21.313,1012.1,61.482,5.8036,30.757,1100.2,538.37,148.72,13.477,0.83337,72.056
20.932,1011.4,71.167,5.7464,30.766,1100.1,538.32,149.84,13.411,1.0929,69.416
19.317,1010.8,76.043,4.8961,25.36,1089,549.99,134.25,12.003,1.2077,72.388
19.07,1010.2,71.563,4.8507,25.255,1088.9,550.13,133.64,11.989,1.0572,74.176
19.176,1010.2,68.963,4.8582,25.329,1088.9,549.78,133.63,12.027,1.0533,74.339
18.585,1010.5,72.259,4.8719,25.066,1088.1,549.92,133.63,11.997,1.011,72.966
17.423,1010.7,79.298,4.8438,25.023,1087.8,549.91,133.64,11.986,1.2919,72.671
17.124,1011.1,79.435,4.8371,25.006,1087.8,549.69,133.63,11.986,1.1725,72.788
17.254,1010.7,78.862,4.8569,25.259,1089.2,549.99,134.39,12.036,1.1539,73.039
17.459,1010,79.612,4.9006,25.154,1088.9,550.19,134.54,11.975,1.0728,73.221
16.993,1009.5,82.726,4.04,19.805,1056.9,550.19,111.38,10.576,2.9058,70.678
16.917,1008.9,85.008,4.054,19.783,1056.2,549.98,110.99,10.51,3.0007,69.102
16.649,1008.2,86.479,4.1215,19.7,1055.8,549.88,110.68,10.434,3.2993,69.084
15.771,1007.8,93.231,4.2526,19.605,1055.4,549.94,110.69,10.412,3.326,69.807
15.343,1007.1,91.331,4.2252,19.575,1055,549.99,110.7,10.39,3.3333,72.098
14.585,1006.5,93.284,4.4478,19.519,1054.8,550.05,110.73,10.37,3.2711,71.803
14.136,1006.1,93.05,4.44,19.442,1054.5,550,110.71,10.366,3.2809,75.064
13.548,1006,93.629,4.5099,19.45,1053.7,549.68,110.67,10.317,3.5065,81.156
14.009,1005.7,94.694,5.1502,23.47,1077.5,550.06,127.59,11.44,1.8845,75.66
15.828,1005.7,90.615,5.7406,29.519,1095,539.87,145.96,12.92,0.64834,70.392
18.021,1005.8,74.963,5.7474,30.681,1100.1,538.71,150.14,13.357,0.69575,73.166
18.938,1005.7,73.207,5.8274,30.931,1100.3,537.79,150.43,13.464,1.1834,72.794
19.879,1005.1,69.626,5.966,31.596,1099.9,535.97,152.23,13.468,1.6645,71.592
20.839,1004.7,64.898,5.8502,30.679,1099.9,538.83,150.51,13.303,2.1495,74.958
21.365,1004.2,67.484,5.9264,30.673,1099.9,538.44,150.71,13.281,0.83783,67.347
21.643,1003.5,71.25,5.0941,25.565,1089.3,549.63,134.43,11.975,0.73914,70.766
21.916,1002.9,68.117,5.0946,25.458,1088.8,549.57,133.72,11.872,0.82166,71.199
21.368,1002.6,69.955,4.1608,20.296,1058.4,549.79,111.44,10.554,2.301,64.749
20.402,1002.4,73.725,4.0762,20.078,1056.6,550.25,110.76,10.465,2.5103,64.485
19.042,1002.5,80.181,4.067,19.946,1056.4,550.01,110.78,10.473,2.3554,64.433
18.158,1002.9,82.313,4.0505,19.861,1056,549.99,110.78,10.453,3.2007,66.696
17.385,1003.3,85.264,4.0647,19.724,1055.4,550.02,110.78,10.466,3.2187,66.711
16.99,1003.5,87.241,4.7467,23.542,1078.2,549.92,127.24,11.493,1.8,66.651
17.109,1003.5,86.483,5.0067,25.139,1088.2,549.84,134.23,12.097,1.1983,71.725
16.449,1003.4,88.965,4.6423,22.548,1073.2,550.19,123.56,11.248,2.0689,70.772
16.149,1003.2,91.077,4.1972,19.715,1056,550.02,111.37,10.454,3.0749,68.034
16.812,1003,92.134,4.2255,19.924,1056.5,549.83,111.18,10.45,3.1605,66.53
17.364,1002.7,90.914,4.2622,20.089,1057.6,549.97,111.73,10.496,3.0591,66.711
17.203,1002.5,91.216,4.2398,19.932,1057,550.1,111.73,10.502,3.4242,66.811
16.972,1002.4,90.788,4.2145,19.684,1055.8,550.03,110.88,10.457,3.1476,66.623
16.653,1002.8,91.667,4.2352,19.6,1055.5,550.04,110.71,10.416,3.1722,66.783
16.445,1003.3,93.921,4.3031,19.884,1056.8,549.99,111.79,10.496,3.2033,66.662
16.769,1003.4,93.308,6.227,31.319,1099.9,536.44,152.95,13.424,0.89639,67.67
17.7,1003.6,89.808,6.1046,30.707,1100,538.31,151.17,13.359,0.71393,68.968
18.799,1003.8,84.972,5.9717,30.615,1099.9,538.59,150.23,13.345,0.73165,70.25
19.372,1003.8,82.547,5.8406,30.224,1100.3,540.31,149.16,13.334,1.0049,70.558
20.16,1003.7,78.53,5.869,30.424,1100,539.18,149.27,13.329,1.6733,73.879
21.005,1003.4,75.51,5.9491,31.165,1100,537.17,151.06,13.412,2.1684,72.297
22.458,1002.9,65.721,5.8817,30.797,1099.7,538.5,149.73,13.378,1.3141,67.944
23.174,1002.2,64.416,5.8325,30.49,1100.1,539.74,148.91,13.249,0.99024,66.941
23.418,1001.7,62.608,5.7706,30.015,1100,541.17,148.06,13.179,0.80978,68.092
22.321,1001.3,64.997,5.7444,30.47,1099.7,539.64,149.87,13.188,0.78271,66.536
21.468,1001.1,65.897,5.7264,30.591,1100,539.55,150.68,13.278,0.72686,66.71
20.081,1001.2,68.996,5.7596,31.051,1100.1,537.8,152.39,13.395,0.87202,66.11
18.399,1001.1,71.939,5.5976,30.225,1100,540.48,150.19,13.248,0.82802,68.87
17.71,1001.1,71.958,5.7198,30.936,1100,537.98,152.12,13.36,0.65596,68.518
17.43,1001,73.951,4.8813,25.42,1088.1,548.83,135.19,12.028,1.1024,70.523
16.399,1000.9,76.924,4.7802,24.907,1085.9,549.74,133.69,11.967,1.366,71.897
16.028,1000.1,80.14,4.4302,22.664,1072.7,549.82,123.65,11.269,2.1848,71.404
15.984,999.28,81.387,3.9291,19.657,1055.1,549.95,110.64,10.286,3.2267,68.173
15.959,998.7,84.359,4.045,19.648,1054.7,549.77,110.72,10.225,3.4918,69.012
15.575,998.15,86.284,3.9892,18.708,1038.5,543.22,103.93,10.108,7.8844,88.002
15.23,997.49,86.104,3.9344,18.628,1037.4,542.64,103.75,10.065,7.8192,89.241
15.347,996.73,87.76,3.9121,18.529,1040,544.67,103.76,10.058,7.018,86.066
15.75,996.66,88.051,3.9258,18.576,1041,545.56,103.75,10.057,6.6844,84.004
15.688,996.55,86.78,3.9362,18.629,1039,543.79,103.75,10.085,7.0859,85.26
15.768,996.29,88.269,3.9381,18.604,1040.9,545.62,103.74,10.126,6.577,84.161
17.196,995.96,83.276,4.1779,20.454,1057.9,549.36,112.68,10.587,3.0602,73.598
19.198,995.84,73.56,4.1951,20.466,1059.2,549.96,112.73,10.663,2.7862,70.36
20.797,995.74,65.299,4.2849,20.498,1059.5,550.05,112.74,10.636,3.1277,68.815
21.44,995.66,65.101,4.2534,20.426,1059.3,549.97,112.29,10.609,3.9532,68.968
22.314,995.28,60.58,4.2392,20.298,1058,550.02,111.14,10.514,4.2424,70.523
22.568,994.76,58.787,4.1838,19.908,1055.2,550,109.34,10.41,3.1541,65.983
22.876,993.9,57.85,4.266,20.437,1058.2,550.05,111.63,10.458,1.8751,64.079
22.698,993.23,57.69,4.2713,20.474,1058.6,550.26,111.73,10.524,1.7055,62.322
22.18,993.01,57.331,4.1753,20.255,1056.6,550.01,110.41,10.439,2.4088,65.244
21.517,993.3,53.275,4.1601,20.529,1058.2,550.2,111.74,10.535,2.3982,68.342
20.086,993.97,54.626,4.0066,20.049,1056.2,550,110.68,10.53,2.0071,68.311
19.474,994.5,55.013,4.7615,25.046,1086,550.03,132.62,11.841,1.3425,75.823
17.838,995.28,62.995,4.2638,21.855,1068.1,550.01,120.21,10.985,2.4742,71.377
17.168,994.95,70.659,3.9231,19.698,1054.7,549.99,110.76,10.433,3.4202,68.189
15.822,994.6,79.849,3.9296,19.475,1054,550.07,110.33,10.355,3.4226,69.39
15.078,994.19,82.723,4.0193,19.889,1056.5,550.01,112.33,10.441,2.8725,70.669
14.725,994.25,83.765,3.9578,19.337,1053,549.97,109.92,10.37,2.8929,70.573
14.138,994.1,89.821,3.998,19.182,1052.4,550.03,109.67,10.296,3.2816,71.33
12.608,994.7,97.969,4.2309,19.487,1054.6,549.94,111.7,10.318,2.9085,70.673
